frame_idex,X_pose,X_step,X_elem,X_env,Y_type,Y_urgency,Y_eta
282,"[0.44678813219070435, 0.43402403593063354, 0.07712502777576447, 0.9953504204750061, 0.44185370206832886, 0.4178953468799591, 0.03972959518432617, 0.996307373046875, 0.43791016936302185, 0.4190436005592346, 0.03981790691614151, 0.9957341551780701, 0.43348604440689087, 0.4204738140106201, 0.03983662277460098, 0.9967038035392761, 0.452778160572052, 0.41766640543937683, 0.028782010078430176, 0.9973449110984802, 0.4571147859096527, 0.41843220591545105, 0.028744574636220932, 0.9968770146369934, 0.4618660509586334, 0.4194769561290741, 0.0286753810942173, 0.997261643409729, 0.4267389178276062, 0.443613737821579, -0.07209956645965576, 0.99709552526474, 0.4762229025363922, 0.43994078040122986, -0.1230640634894371, 0.9977191686630249, 0.4421955943107605, 0.45841851830482483, 0.04969644173979759, 0.9933081269264221, 0.4539242684841156, 0.461758553981781, 0.034519705921411514, 0.9916718602180481, 0.38969334959983826, 0.5517200231552124, -0.021682407706975937, 0.9872554540634155, 0.5273667573928833, 0.5630335807800293, -0.18221482634544373, 0.9963550567626953, 0.39140018820762634, 0.4031662344932556, 0.18713222444057465, 0.654244601726532, 0.6011010408401489, 0.47057875990867615, -0.12655967473983765, 0.9859558939933777, 0.39727577567100525, 0.2807196378707886, 0.3658237159252167, 0.7280460596084595, 0.6242899298667908, 0.2781417667865753, -0.05913705751299858, 0.9892160892486572, 0.38715508580207825, 0.24217656254768372, 0.3851974308490753, 0.7301390171051025, 0.6419899463653564, 0.23942460119724274, -0.07901717722415924, 0.98453688621521, 0.40318241715431213, 0.24993054568767548, 0.3587731420993805, 0.7336910963058472, 0.6276942491531372, 0.2366703897714615, -0.09542836993932724, 0.9845487475395203, 0.4080159664154053, 0.2623364329338074, 0.36076873540878296, 0.7358801960945129, 0.6205199956893921, 0.24686090648174286, -0.06312807649374008, 0.9762045741081238, 0.4149979054927826, 0.9813073873519897, 0.035688020288944244, 0.6060857772827148, 0.4985867142677307, 0.9761835932731628, -0.03563574701547623, 0.5460810661315918, 0.41567277908325195, 0.9963652491569519, 0.0464155450463295, 0.011134663596749306, 0.5182080864906311, 1.0192614793777466, 0.009553330950438976, 0.023158906027674675, 0.4481379985809326, 1.174891710281372, 0.22046461701393127, 0.004272815305739641, 0.49852776527404785, 1.1597003936767578, 0.14389389753341675, 0.010963686741888523, 0.46180614829063416, 1.2162331342697144, 0.233594611287117, 0.012541457079350948, 0.48557743430137634, 1.1839898824691772, 0.15644271671772003, 0.05199604853987694, 0.43291082978248596, 1.1498405933380127, 0.20293673872947693, 0.0058842371217906475, 0.4916493892669678, 1.1571992635726929, 0.12044992297887802, 0.02066047489643097]",3,[],[],0,0.11080315709114075,4.400000095367432
283,"[0.44506317377090454, 0.4344373345375061, 0.07193334400653839, 0.9955055117607117, 0.44005289673805237, 0.41815727949142456, 0.03614603728055954, 0.9964590668678284, 0.43618160486221313, 0.4192637503147125, 0.03623931109905243, 0.9959105253219604, 0.43187040090560913, 0.42065292596817017, 0.03626241534948349, 0.9968464970588684, 0.45100030303001404, 0.4179990589618683, 0.02337467670440674, 0.997456967830658, 0.45524758100509644, 0.41876739263534546, 0.02333822473883629, 0.997001051902771, 0.45992007851600647, 0.4198223054409027, 0.023271864280104637, 0.997373104095459, 0.425387442111969, 0.44366657733917236, -0.06731230020523071, 0.9972100853919983, 0.4737166464328766, 0.4400315284729004, -0.12781289219856262, 0.9978229403495789, 0.4405978322029114, 0.4588503837585449, 0.04677315801382065, 0.9935765862464905, 0.45228081941604614, 0.46214672923088074, 0.02940775826573372, 0.9919866323471069, 0.3889046609401703, 0.5515300631523132, -0.0012292887549847364, 0.9873485565185547, 0.5260258913040161, 0.5629544854164124, -0.18880590796470642, 0.9963763952255249, 0.3906366527080536, 0.4017687141895294, 0.20695200562477112, 0.6594915986061096, 0.601037859916687, 0.47068458795547485, -0.13881449401378632, 0.9859496355056763, 0.3968658447265625, 0.2772846221923828, 0.37144675850868225, 0.7392220497131348, 0.6250731945037842, 0.2780595123767853, -0.06989405304193497, 0.9892563819885254, 0.38720303773880005, 0.23911762237548828, 0.39492571353912354, 0.7415764331817627, 0.6427975296974182, 0.2396119236946106, -0.09205059707164764, 0.9845568537712097, 0.4027724266052246, 0.24691741168498993, 0.3625246584415436, 0.7450625896453857, 0.6289690136909485, 0.23685576021671295, -0.10716874897480011, 0.9845518469810486, 0.4073503911495209, 0.25867921113967896, 0.364368200302124, 0.7460644841194153, 0.6220032572746277, 0.24665841460227966, -0.07332681864500046, 0.9761697053909302, 0.4143129289150238, 0.9808865785598755, 0.0507073812186718, 0.610942542552948, 0.4985343813896179, 0.9751853346824646, -0.050653863698244095, 0.5481030344963074, 0.41378292441368103, 0.9913858771324158, 0.06468328833580017, 0.010825518518686295, 0.5216944813728333, 1.000356674194336, -0.0090001430362463, 0.022332392632961273, 0.4499536156654358, 1.1523686647415161, 0.22914397716522217, 0.004148371983319521, 0.5007710456848145, 1.1112457513809204, 0.14325064420700073, 0.010446756146848202, 0.46403926610946655, 1.1930954456329346, 0.24345144629478455, 0.012292909435927868, 0.48595327138900757, 1.1301629543304443, 0.1568976491689682, 0.05004940181970596, 0.4384753108024597, 1.1189005374908447, 0.21239809691905975, 0.00572523009032011, 0.49924594163894653, 1.1007472276687622, 0.13265059888362885, 0.01979275979101658]",3,[],[],0,0.1089717447757721,4.433333396911621
284,"[0.44486576318740845, 0.43472930788993835, 0.07433496415615082, 0.9956790208816528, 0.43966251611709595, 0.41838353872299194, 0.03974393755197525, 0.9966186285018921, 0.43577128648757935, 0.4194541871547699, 0.03984576091170311, 0.9960923194885254, 0.431439071893692, 0.4208022356033325, 0.03987213596701622, 0.9969896674156189, 0.4506303668022156, 0.41826438903808594, 0.026594247668981552, 0.9975741505622864, 0.4548504948616028, 0.41903156042099, 0.026558345183730125, 0.9971336126327515, 0.4595109820365906, 0.42009085416793823, 0.026492562144994736, 0.9974915981292725, 0.4250277876853943, 0.4436865448951721, -0.06123276799917221, 0.9973292946815491, 0.4731660485267639, 0.4400525391101837, -0.12181983143091202, 0.9979283809661865, 0.4404105246067047, 0.45912644267082214, 0.05047283321619034, 0.9938591122627258, 0.4521281123161316, 0.462477445602417, 0.03259690850973129, 0.9923292398452759, 0.38829097151756287, 0.5506343841552734, 0.007790207862854004, 0.9875556826591492, 0.5256569981575012, 0.5623995661735535, -0.18926742672920227, 0.9964541792869568, 0.39059481024742126, 0.40339136123657227, 0.2329483926296234, 0.6608523726463318, 0.6010293960571289, 0.4707099199295044, -0.12997885048389435, 0.9859808683395386, 0.39674773812294006, 0.27840036153793335, 0.42987003922462463, 0.7466079592704773, 0.62547767162323, 0.2783518135547638, -0.04556538909673691, 0.989356279373169, 0.3869304060935974, 0.24170731008052826, 0.4577271044254303, 0.7496010661125183, 0.643143892288208, 0.23987041413784027, -0.06610127538442612, 0.9846816062927246, 0.4023435115814209, 0.24897900223731995, 0.4262419641017914, 0.7531102895736694, 0.6294230222702026, 0.23710322380065918, -0.0806901603937149, 0.9846659898757935, 0.4071103036403656, 0.259994238615036, 0.42387285828590393, 0.753166675567627, 0.6226043105125427, 0.24692393839359283, -0.048391614109277725, 0.9762988090515137, 0.41405025124549866, 0.9808259606361389, 0.05355953425168991, 0.6147857308387756, 0.4985470771789551, 0.9748969078063965, -0.053514935076236725, 0.5498440265655518, 0.41369572281837463, 0.9848944544792175, 0.06580501049757004, 0.010676242411136627, 0.5232735872268677, 0.9898585081100464, -0.014589428901672363, 0.02169640362262726, 0.45147237181663513, 1.1398980617523193, 0.22941908240318298, 0.0040850467048585415, 0.5016558170318604, 1.094652533531189, 0.1421814262866974, 0.010059056803584099, 0.46561795473098755, 1.1803641319274902, 0.24218285083770752, 0.012212314642965794, 0.48615750670433044, 1.112964391708374, 0.1568174660205841, 0.048578351736068726, 0.44142061471939087, 1.1063047647476196, 0.21814735233783722, 0.005654113367199898, 0.5011557340621948, 1.0832219123840332, 0.13476820290088654, 0.01919127069413662]",3,[],[],0,0.10717059671878815,4.4666666984558105
285,"[0.4435073733329773, 0.43448367714881897, 0.08458012342453003, 0.9959384202957153, 0.4378874897956848, 0.4183332622051239, 0.04947627708315849, 0.996843159198761, 0.43395885825157166, 0.4193073809146881, 0.04961714893579483, 0.9963461756706238, 0.4296127259731293, 0.4205700755119324, 0.04966872185468674, 0.9971871376037598, 0.44911250472068787, 0.4181712567806244, 0.035596661269664764, 0.9977413415908813, 0.45328202843666077, 0.418836385011673, 0.03555943816900253, 0.9973284006118774, 0.4578213095664978, 0.4197496771812439, 0.03549192473292351, 0.9976652264595032, 0.42325514554977417, 0.4429568946361542, -0.05423355847597122, 0.9974910616874695, 0.4714769721031189, 0.438825786113739, -0.11729563772678375, 0.9980742931365967, 0.43889981508255005, 0.4587712287902832, 0.060439907014369965, 0.9942311644554138, 0.45075368881225586, 0.46211886405944824, 0.041653428226709366, 0.992793083190918, 0.3874853253364563, 0.5487539768218994, 0.021000374108552933, 0.9876934885978699, 0.5249289274215698, 0.5608550310134888, -0.19136205315589905, 0.9965382814407349, 0.39060094952583313, 0.4042555093765259, 0.25502145290374756, 0.6561914086341858, 0.6009648442268372, 0.4703599214553833, -0.12494383007287979, 0.9858876466751099, 0.3966873288154602, 0.27926141023635864, 0.45912107825279236, 0.7520098090171814, 0.6258533000946045, 0.27853402495384216, -0.022271882742643356, 0.9893748760223389, 0.3865383267402649, 0.24281936883926392, 0.48958835005760193, 0.7566516995429993, 0.6434752345085144, 0.23998911678791046, -0.04138326272368431, 0.984725296497345, 0.40165621042251587, 0.24913236498832703, 0.45643386244773865, 0.7602465152740479, 0.629935622215271, 0.2372206300497055, -0.05658228322863579, 0.9847133159637451, 0.40661901235580444, 0.26016128063201904, 0.45267367362976074, 0.7589825987815857, 0.623143196105957, 0.24712878465652466, -0.02473202720284462, 0.9763354063034058, 0.4139607548713684, 0.9802045226097107, 0.0579417422413826, 0.6116463541984558, 0.4985426962375641, 0.9736123085021973, -0.05792602151632309, 0.5443097949028015, 0.41217175126075745, 0.9530050754547119, 0.06859199702739716, 0.010965429246425629, 0.5244180560112, 0.9594107866287231, -0.025833938270807266, 0.021419163793325424, 0.45142418146133423, 1.0832380056381226, 0.23082903027534485, 0.004156360402703285, 0.5012530088424683, 1.0265065431594849, 0.14986306428909302, 0.009650547988712788, 0.46516403555870056, 1.120911717414856, 0.2430461347103119, 0.01231826189905405, 0.4854640066623688, 1.0399266481399536, 0.16896909475326538, 0.04682064428925514, 0.441383421421051, 1.0438650846481323, 0.2216130495071411, 0.0057606166228652, 0.5006853938102722, 1.002332091331482, 0.17073532938957214, 0.0186444241553545]",3,[],[],0,0.1053992211818695,4.5
286,"[0.4409351944923401, 0.43418553471565247, 0.07933834940195084, 0.9959014654159546, 0.43530163168907166, 0.4180315136909485, 0.04710030183196068, 0.9968497157096863, 0.4313885271549225, 0.4190504848957062, 0.04723397642374039, 0.9963402152061462, 0.4270854890346527, 0.4203842282295227, 0.047249697148799896, 0.9971887469291687, 0.44688162207603455, 0.41767942905426025, 0.030044743791222572, 0.9977543950080872, 0.4511946737766266, 0.41834327578544617, 0.029986027628183365, 0.997341513633728, 0.455756813287735, 0.4192875623703003, 0.029881160706281662, 0.9976822137832642, 0.4200162887573242, 0.44285622239112854, -0.05756021663546562, 0.9974706172943115, 0.46869802474975586, 0.438247948884964, -0.12357667833566666, 0.998092532157898, 0.4360824525356293, 0.4587618112564087, 0.05876296013593674, 0.9942408204078674, 0.448263555765152, 0.4622079133987427, 0.035788096487522125, 0.9928277134895325, 0.38581734895706177, 0.5486733913421631, 0.015482893213629723, 0.9874246716499329, 0.5225173830986023, 0.5607324242591858, -0.20823001861572266, 0.996559739112854, 0.3902823030948639, 0.40475717186927795, 0.24604293704032898, 0.6538257598876953, 0.5994589924812317, 0.4703983664512634, -0.1588471531867981, 0.9860696792602539, 0.3956502676010132, 0.27989453077316284, 0.4430254101753235, 0.7566598057746887, 0.6258425116539001, 0.2775314152240753, -0.08130868524312973, 0.9895276427268982, 0.38448643684387207, 0.24391821026802063, 0.4697166085243225, 0.7619101405143738, 0.6434617042541504, 0.23913344740867615, -0.10716642439365387, 0.9848939180374146, 0.39950937032699585, 0.2496921718120575, 0.43786144256591797, 0.7655801177024841, 0.629914402961731, 0.23614276945590973, -0.11942867934703827, 0.984870970249176, 0.40504366159439087, 0.26074519753456116, 0.4364174008369446, 0.7633911967277527, 0.6231198906898499, 0.2465330958366394, -0.08355231583118439, 0.9765084981918335, 0.41350293159484863, 0.9802646040916443, 0.06300396472215652, 0.6082886457443237, 0.49810901284217834, 0.9735924601554871, -0.06297613680362701, 0.5408893823623657, 0.41166138648986816, 0.966234564781189, 0.0694841518998146, 0.010736011900007725, 0.5241868495941162, 0.9695104956626892, -0.038543231785297394, 0.0210091732442379, 0.45019441843032837, 1.1358908414840698, 0.23299169540405273, 0.0040542371571063995, 0.5003937482833862, 1.0941914319992065, 0.1002221554517746, 0.009448887780308723, 0.46371522545814514, 1.178148865699768, 0.2458021193742752, 0.012114876881241798, 0.4836205542087555, 1.117581844329834, 0.11331479251384735, 0.0460079088807106, 0.4404835104942322, 1.1097387075424194, 0.2243897169828415, 0.0056259226985275745, 0.5000094175338745, 1.0848263502120972, 0.08452408760786057, 0.018226491287350655]",3,[],[],0,0.10365712642669678,4.5333333015441895
287,"[0.4398680329322815, 0.4338986575603485, 0.05493133142590523, 0.9956753253936768, 0.4339319169521332, 0.41772693395614624, 0.025530660524964333, 0.9966621398925781, 0.4299923777580261, 0.4187895357608795, 0.025626763701438904, 0.9961126446723938, 0.42567914724349976, 0.42017075419425964, 0.025612348690629005, 0.9970225691795349, 0.44564980268478394, 0.4172443449497223, 0.0060388087294995785, 0.997635006904602, 0.4499734938144684, 0.41789114475250244, 0.005954882595688105, 0.9972020983695984, 0.454478919506073, 0.4188208281993866, 0.0058406079187989235, 0.9975615739822388, 0.41830143332481384, 0.4427230954170227, -0.06258060783147812, 0.9973023533821106, 0.4667395055294037, 0.4378546476364136, -0.14687073230743408, 0.9979907870292664, 0.4348832070827484, 0.4584745764732361, 0.03711969405412674, 0.9939574003219604, 0.447157621383667, 0.4620359539985657, 0.010815969668328762, 0.9924900531768799, 0.38492056727409363, 0.5484222769737244, 0.011726366356015205, 0.9869951605796814, 0.5198540687561035, 0.5607519149780273, -0.2365572452545166, 0.9965824484825134, 0.3898266553878784, 0.4052388072013855, 0.23988696932792664, 0.6508824825286865, 0.597140371799469, 0.4704166352748871, -0.19356919825077057, 0.9864736795425415, 0.3947533369064331, 0.2806835472583771, 0.4349518418312073, 0.758093535900116, 0.6255358457565308, 0.27640458941459656, -0.11425701528787613, 0.9895979166030884, 0.3824494481086731, 0.24467217922210693, 0.46070098876953125, 0.7633222937583923, 0.6430143117904663, 0.23881717026233673, -0.1411164551973343, 0.9849202632904053, 0.39736002683639526, 0.2504316568374634, 0.429614394903183, 0.7671852707862854, 0.6291111707687378, 0.23614607751369476, -0.1510683298110962, 0.9848894476890564, 0.40344709157943726, 0.2614675462245941, 0.42837992310523987, 0.7643735408782959, 0.622286856174469, 0.24651531875133514, -0.11583282798528671, 0.9765295386314392, 0.412350594997406, 0.9800894856452942, 0.07328445464372635, 0.6104432344436646, 0.49702349305152893, 0.9735879898071289, -0.07323947548866272, 0.5451980233192444, 0.4111723005771637, 1.008675456047058, 0.08026504516601562, 0.010613947175443172, 0.5232483148574829, 1.0324666500091553, -0.06089005991816521, 0.022491810843348503, 0.4467931389808655, 1.207269310951233, 0.24288678169250488, 0.00403203209862113, 0.49284785985946655, 1.1962034702301025, 0.05580504611134529, 0.009870316833257675, 0.4592978358268738, 1.2508394718170166, 0.25494691729545593, 0.012194694019854069, 0.4741135239601135, 1.2198102474212646, 0.0662362203001976, 0.04775162413716316, 0.43900394439697266, 1.1956297159194946, 0.23180803656578064, 0.0055813477374613285, 0.49634963274002075, 1.2094502449035645, 0.024815063923597336, 0.018473835662007332]",3,[],[],0,0.10194382816553116,4.566666603088379
288,"[0.4393645226955414, 0.4324280619621277, 0.03787541389465332, 0.9953985214233398, 0.4332313537597656, 0.41648975014686584, 0.007644167635589838, 0.9964209794998169, 0.42926278710365295, 0.41766104102134705, 0.007735089398920536, 0.9958273768424988, 0.42492279410362244, 0.41915953159332275, 0.007719141896814108, 0.9968113303184509, 0.4450297951698303, 0.41591596603393555, -0.011766484007239342, 0.997482180595398, 0.44935283064842224, 0.4166123569011688, -0.011858629994094372, 0.9970211982727051, 0.45387426018714905, 0.4175579845905304, -0.011971557512879372, 0.9974057078361511, 0.4173034131526947, 0.4420550763607025, -0.07827959954738617, 0.9970917105674744, 0.4659739136695862, 0.4368849992752075, -0.16632488369941711, 0.9978606700897217, 0.4342355728149414, 0.4573291838169098, 0.01962151564657688, 0.9935906529426575, 0.44653311371803284, 0.46086880564689636, -0.006626829504966736, 0.9920699596405029, 0.3841940760612488, 0.5478543639183044, 0.002444782992824912, 0.986595869064331, 0.5177566409111023, 0.5606536269187927, -0.25058186054229736, 0.9965999722480774, 0.3897205591201782, 0.4044429659843445, 0.23786532878875732, 0.6455298662185669, 0.5956193208694458, 0.4704122245311737, -0.20087683200836182, 0.9867938756942749, 0.3941882252693176, 0.2837214469909668, 0.4308532178401947, 0.7561099529266357, 0.6246081590652466, 0.27645549178123474, -0.11338101327419281, 0.9895181655883789, 0.381258100271225, 0.2457255721092224, 0.4555548131465912, 0.7615482211112976, 0.6415799856185913, 0.23896323144435883, -0.1382087767124176, 0.9847524762153625, 0.39587172865867615, 0.25123655796051025, 0.42495712637901306, 0.7657083868980408, 0.6277573108673096, 0.2363136261701584, -0.14886474609375, 0.9847204685211182, 0.402167946100235, 0.26343825459480286, 0.42451611161231995, 0.7625508308410645, 0.6210657358169556, 0.24663136899471283, -0.11492612212896347, 0.9762905240058899, 0.41141477227211, 0.9785757064819336, 0.07479541003704071, 0.6132075190544128, 0.49593082070350647, 0.9731839299201965, -0.07474590092897415, 0.5508818626403809, 0.4101859927177429, 1.0239660739898682, 0.08431403338909149, 0.010400526225566864, 0.5221043229103088, 1.05338716506958, -0.05867544934153557, 0.023363521322607994, 0.44533735513687134, 1.224488615989685, 0.24869462847709656, 0.003957222681492567, 0.49048495292663574, 1.218664526939392, 0.05851887911558151, 0.010047484189271927, 0.4578949809074402, 1.2681792974472046, 0.26102182269096375, 0.01214293111115694, 0.47192803025245667, 1.2425100803375244, 0.06908826529979706, 0.04871828481554985, 0.43839818239212036, 1.212543249130249, 0.23695790767669678, 0.005459579173475504, 0.49506551027297974, 1.2318156957626343, 0.025553500279784203, 0.018341777846217155]",3,[],[],0,0.10025884211063385,4.599999904632568
289,"[0.4389665126800537, 0.4321309030056, 0.034952227026224136, 0.9950748682022095, 0.43276357650756836, 0.41611358523368835, 0.0040597557090222836, 0.9961239695549011, 0.4287671446800232, 0.41728922724723816, 0.0041486723348498344, 0.9954764246940613, 0.4243846833705902, 0.4187982678413391, 0.004138791933655739, 0.9965490102767944, 0.44461125135421753, 0.41554924845695496, -0.01515599898993969, 0.9972906708717346, 0.44892677664756775, 0.4162653088569641, -0.015244530513882637, 0.9967958331108093, 0.4534294605255127, 0.417222261428833, -0.015353267081081867, 0.997207760810852, 0.4167657494544983, 0.4418470561504364, -0.08332140743732452, 0.9968484044075012, 0.46544089913368225, 0.43665969371795654, -0.1715095192193985, 0.9977034330368042, 0.4338134229183197, 0.4569503366947174, 0.01587292179465294, 0.9932043552398682, 0.44615107774734497, 0.4606027901172638, -0.010158365592360497, 0.9916314482688904, 0.3836858868598938, 0.5475375652313232, -0.0011516220401972532, 0.9863278269767761, 0.5168232321739197, 0.5606276392936707, -0.2572755217552185, 0.9966487288475037, 0.38967952132225037, 0.4047813415527344, 0.2310253381729126, 0.6400569081306458, 0.5951520204544067, 0.4702390432357788, -0.21101677417755127, 0.9872128367424011, 0.39411523938179016, 0.28645819425582886, 0.418029248714447, 0.7552624344825745, 0.6242350339889526, 0.2757861316204071, -0.1260492503643036, 0.9896022081375122, 0.38115376234054565, 0.2478945553302765, 0.44271284341812134, 0.7609944343566895, 0.6411002278327942, 0.23859986662864685, -0.15217791497707367, 0.9848096966743469, 0.3954646587371826, 0.2528933882713318, 0.4109979271888733, 0.7653960585594177, 0.6272491216659546, 0.23614749312400818, -0.16200247406959534, 0.9847731590270996, 0.4017940163612366, 0.26606285572052, 0.41076427698135376, 0.761921226978302, 0.6204027533531189, 0.24654057621955872, -0.12745872139930725, 0.9763774275779724, 0.4106824994087219, 0.977968692779541, 0.07815556973218918, 0.61624675989151, 0.49545541405677795, 0.9731415510177612, -0.07809461653232574, 0.5567771792411804, 0.410116970539093, 1.0314960479736328, 0.08896303176879883, 0.010208306834101677, 0.5218819379806519, 1.0626972913742065, -0.06569525599479675, 0.024815203621983528, 0.44482922554016113, 1.2320612668991089, 0.25246989727020264, 0.003907300066202879, 0.48790591955184937, 1.2288933992385864, 0.04807696491479874, 0.010419121012091637, 0.45717161893844604, 1.275712013244629, 0.2645750641822815, 0.012163730338215828, 0.4688161313533783, 1.2521454095840454, 0.05818634107708931, 0.05039487034082413, 0.4383923411369324, 1.2212495803833008, 0.24049422144889832, 0.005380632821470499, 0.4930923581123352, 1.2446260452270508, 0.013886062428355217, 0.01845858432352543]",3,[],[],0,0.09860171377658844,4.633333206176758
290,"[0.43752819299697876, 0.43122753500938416, 0.03190907835960388, 0.9952108860015869, 0.43134182691574097, 0.41550183296203613, -0.0009745977586135268, 0.9962477087974548, 0.427407830953598, 0.4167293906211853, -0.0008593474631197751, 0.9956235289573669, 0.4230799674987793, 0.4182794690132141, -0.0008501893025822937, 0.9966607689857483, 0.4431827962398529, 0.4148896634578705, -0.017721790820360184, 0.9973839521408081, 0.4475836157798767, 0.41561606526374817, -0.01779014989733696, 0.9969101548194885, 0.45216864347457886, 0.4165589213371277, -0.017878202721476555, 0.9973095655441284, 0.4156253933906555, 0.44139036536216736, -0.09302548319101334, 0.9969605207443237, 0.4646320343017578, 0.43592965602874756, -0.16993048787117004, 0.9978035688400269, 0.4326002597808838, 0.4561748802661896, 0.011953435838222504, 0.9934407472610474, 0.44499048590660095, 0.4597739279270172, -0.010913663543760777, 0.9919357299804688, 0.3828706443309784, 0.5472303032875061, -0.011744815856218338, 0.9864698648452759, 0.5162202715873718, 0.56043940782547, -0.24679139256477356, 0.9967120289802551, 0.3889554738998413, 0.40253856778144836, 0.22773393988609314, 0.6377090811729431, 0.5944010019302368, 0.469330757856369, -0.2073841094970703, 0.98736971616745, 0.39387354254722595, 0.28655415773391724, 0.41922134160995483, 0.757794976234436, 0.6242387890815735, 0.2748580574989319, -0.11124052852392197, 0.9895979762077332, 0.38092321157455444, 0.2478414922952652, 0.44462689757347107, 0.7639870643615723, 0.6411474943161011, 0.2379426807165146, -0.13500677049160004, 0.9847918152809143, 0.39496487379074097, 0.25301769375801086, 0.41309404373168945, 0.7684701085090637, 0.6274656057357788, 0.23514720797538757, -0.14728139340877533, 0.9847517013549805, 0.40130525827407837, 0.266364723443985, 0.41246098279953003, 0.7644383311271667, 0.6205024123191833, 0.245634064078331, -0.11294560134410858, 0.9763013124465942, 0.40971237421035767, 0.9771204590797424, 0.07504256069660187, 0.6136184334754944, 0.4950229227542877, 0.9729577898979187, -0.07497421652078629, 0.5548475980758667, 0.4060019552707672, 1.008659839630127, 0.08952867984771729, 0.009928286075592041, 0.5217954516410828, 1.023181676864624, -0.04073592647910118, 0.023989098146557808, 0.44390958547592163, 1.1827609539031982, 0.2708156704902649, 0.0037801696453243494, 0.48927411437034607, 1.1523438692092896, 0.10583386570215225, 0.010044438764452934, 0.45684462785720825, 1.2254688739776611, 0.28558796644210815, 0.01182409469038248, 0.47049659490585327, 1.173986792564392, 0.12041550874710083, 0.04889773949980736, 0.4371538758277893, 1.1534793376922607, 0.2638515830039978, 0.005214408040046692, 0.49395236372947693, 1.145728588104248, 0.09072010964155197, 0.017868494614958763]",3,[],[],0,0.09697196632623672,4.666666507720947
291,"[0.4359458386898041, 0.42938515543937683, 0.029000720009207726, 0.9951572418212891, 0.42953595519065857, 0.41390109062194824, -0.004795381799340248, 0.9962242841720581, 0.4256269931793213, 0.41499608755111694, -0.004686144646257162, 0.9956035614013672, 0.4212717115879059, 0.4163704812526703, -0.00468192296102643, 0.9966476559638977, 0.44159388542175293, 0.4136630892753601, -0.021296687424182892, 0.9973716735839844, 0.4461916387081146, 0.41446152329444885, -0.021356018260121346, 0.9969006776809692, 0.450946182012558, 0.41537153720855713, -0.02143976278603077, 0.9972979426383972, 0.41364726424217224, 0.43981361389160156, -0.09952668845653534, 0.9969576001167297, 0.46367114782333374, 0.43434271216392517, -0.17557869851589203, 0.9978156685829163, 0.43109241127967834, 0.4543871283531189, 0.008356519974768162, 0.9934880137443542, 0.4436410069465637, 0.4580593407154083, -0.014267859049141407, 0.992001473903656, 0.38140517473220825, 0.5468687415122986, -0.021162208169698715, 0.9863311648368835, 0.5152541995048523, 0.5599989891052246, -0.24576802551746368, 0.9966841340065002, 0.38852354884147644, 0.40270882844924927, 0.21601244807243347, 0.6320926547050476, 0.5929905772209167, 0.468203604221344, -0.19693781435489655, 0.9870489835739136, 0.3932839035987854, 0.28347644209861755, 0.4093620777130127, 0.7574586868286133, 0.6242396235466003, 0.2744060754776001, -0.10765665769577026, 0.9891116619110107, 0.3804458975791931, 0.24393212795257568, 0.43489494919776917, 0.7644192576408386, 0.6406532526016235, 0.2379923313856125, -0.13135521113872528, 0.9841516017913818, 0.39410701394081116, 0.2500494420528412, 0.40306180715560913, 0.7691563367843628, 0.6268932819366455, 0.23521283268928528, -0.14403411746025085, 0.9841145873069763, 0.4002392888069153, 0.2627462148666382, 0.4027564525604248, 0.7646529078483582, 0.6202171444892883, 0.2455771118402481, -0.10964763164520264, 0.9753692150115967, 0.4074624180793762, 0.976908266544342, 0.07403722405433655, 0.6150332093238831, 0.4937148690223694, 0.9720109105110168, -0.07394921034574509, 0.5568315982818604, 0.4053165316581726, 1.0029635429382324, 0.10134594142436981, 0.00959966704249382, 0.5199506282806396, 1.0162248611450195, -0.024214178323745728, 0.02307087928056717, 0.44394078850746155, 1.1707613468170166, 0.299665629863739, 0.0036766445264220238, 0.4904941916465759, 1.1348353624343872, 0.13009612262248993, 0.00975794903934002, 0.4569399356842041, 1.212448239326477, 0.3163045346736908, 0.011618017219007015, 0.47332921624183655, 1.1546218395233154, 0.14529158174991608, 0.04796420782804489, 0.43714895844459534, 1.1413695812225342, 0.2928200364112854, 0.005072104744613171, 0.49422216415405273, 1.1278133392333984, 0.10972350835800171, 0.01736018992960453]",3,[],[],0,0.09536916017532349,4.699999809265137
